europeana_id,dcFormat,dctermsExtent,dcPublisher,dcRights,dcSource
/1236/item_I5YKIQAYDGVN737Z2HPLDHMQBL6KN2E7,gebrannt (Material/Technik); https://d-nb.info/gnd/4046851-3; glasiert (Material/Technik); geformt (Material/Technik); http://data.europeana.eu/concept/1757,"Breite: 19.0 cm, Länge: 32.0 cm, Höhe: 3.7 cm",,Badisches Landesmuseum,
/1236/item_I7U3XMSO64X3TKQ3XS74CVHT3J75PM7D,http://data.europeana.eu/concept/1757; https://d-nb.info/gnd/4438236-4; https://d-nb.info/gnd/4046851-3; glasiert (Material/Technik); gebrannt (Material/Technik); bemalt (Material/Technik); gegossen (Material/Technik),"Durchmesser: 7.5 cm (Standring); Höhe: 2.8 cm, Durchmesser: 14.0 cm (Gesamt)",,Badisches Landesmuseum,
/1236/item_IFGVIT7EUI64TLZY5RD7CO7E4JY677P7,http://data.europeana.eu/concept/1757; https://d-nb.info/gnd/4438236-4; https://d-nb.info/gnd/4046851-3; glasiert (Material/Technik); https://d-nb.info/gnd/4722912-3; gebrannt (Material/Technik),"Höhe: 11.5 cm, Tiefe: 10.3 cm, Breite: 18.0 cm",,Badisches Landesmuseum,
/1236/item_IPPG4RSSXQDDF3EFQMX4DSLRFJE3IBAS,gebrannt (Material/Technik); https://d-nb.info/gnd/4046851-3; gegossen (Material/Technik); glasiert (Material/Technik); http://data.europeana.eu/concept/1757,Höhe: 16.0 cm (Gesamt),,Badisches Landesmuseum,
/1236/item_IRQ6KQCUODB53JFTTZVG6OANRA366OFJ,http://data.europeana.eu/concept/1771; http://data.europeana.eu/concept/1757; https://d-nb.info/gnd/4438236-4; https://d-nb.info/gnd/4046851-3; glasiert (Material/Technik); geformt (Material/Technik); gebrannt (Material/Technik); bemalt (Material/Technik); https://d-nb.info/gnd/4157819-3,"Höhe: 8.4 cm (Gesamt); Durchmesser: 8.0 cm (Deckel); Durchmesser: 4.9 cm (Standring); Höhe: 6.5 cm, Durchmesser: 7.2 cm (Zuckerdose)",,Badisches Landesmuseum,
/1236/item_IT7NVKRBAXBVTMXLOQOODP2ZWHS4MT2R,http://data.europeana.eu/concept/1757; https://d-nb.info/gnd/4046851-3; glasiert (Material/Technik); gebrannt (Material/Technik); bemalt (Material/Technik); gegossen (Material/Technik),"Durchmesser: 7.6 cm (Standring); Höhe: 2.8 cm, Durchmesser: 14.1 cm (Gesamt)",,Badisches Landesmuseum,
/1236/item_J4BQC5WP5QCU55E2YUNF33B4RICN4WHP,https://d-nb.info/gnd/4410323-2; https://d-nb.info/gnd/4127928-1,"Durchmesser: 8.1 cm (Standring); Höhe: 25.0 cm, Durchmesser: 12.3 cm",,Badisches Landesmuseum,
/1236/item_JAUTQKAH5PJLCV5WFBO3HDQBTRDUIBCO,http://data.europeana.eu/concept/1771; http://data.europeana.eu/concept/1757; https://d-nb.info/gnd/4438236-4; https://d-nb.info/gnd/4046851-3; glasiert (Material/Technik); gebrannt (Material/Technik); bemalt (Material/Technik); gegossen (Material/Technik); https://d-nb.info/gnd/4157819-3,"Höhe: 2.6 cm, Durchmesser: 13.0 cm",,Badisches Landesmuseum,
/1236/item_JD4QXNFG5NAV4QLPRQRRICQJCCWB6CLH,gebrannt (Material/Technik); glasiert (Material/Technik); geformt (Material/Technik),"Durchmesser: 23.6 cm, Höhe: 2.3 cm",,Badisches Landesmuseum,
/1236/item_JHQALPB5KWVW2YMBLT5A53YQKI5AOZEI,https://d-nb.info/gnd/4127928-1; https://d-nb.info/gnd/4410323-2,"Höhe: 17.5 cm, Durchmesser: 9.0 cm",,Badisches Landesmuseum,
/1236/item_JQZSHIOJLELUQRPDIBINKZQ2W32ERS5L,https://d-nb.info/gnd/4410323-2; https://d-nb.info/gnd/4127928-1,"Höhe: 10.8 cm, Durchmesser: 10.0 cm (Gesamt)",,Badisches Landesmuseum,
/1236/item_K4GIDVVVTC5FG3FFLP53YTHDJKY3VWWA,gebrannt (Material/Technik); glasiert (Material/Technik); geformt (Material/Technik),"Höhe: 1.7 cm, Durchmesser: 11.5 cm (Untertasse); Höhe: 3.5 cm, Breite: 9.0 cm, Durchmesser: 7.5 cm (Tasse)",,Badisches Landesmuseum,
/1236/item_K66S52MDOV3BINCOK7CXWV6MBLECOLE3,gebrannt (Material/Technik); https://d-nb.info/gnd/4046851-3; glasiert (Material/Technik); geformt (Material/Technik); http://data.europeana.eu/concept/1757,"Durchmesser: 23.2 cm, Höhe: 4.1 cm",,Badisches Landesmuseum,
/1236/item_KE755P5TRJXDFV5MFQP5N4W3PPCE3RZ5,http://data.europeana.eu/concept/1757; https://d-nb.info/gnd/4046851-3; glasiert (Material/Technik); gebrannt (Material/Technik); bemalt (Material/Technik); gegossen (Material/Technik),"Höhe: 2.8 cm, Durchmesser: 13.9 cm",,Badisches Landesmuseum,
/1236/item_KFRDXMKYPCZPCGXO25HSA5ASVMMUOWR3,gebrannt (Material/Technik); https://d-nb.info/gnd/4046851-3; glasiert (Material/Technik); geformt (Material/Technik); http://data.europeana.eu/concept/1757,"Höhe: 1.7 cm, Durchmesser: 11.5 cm (Untertasse); Höhe: 3.5 cm, Breite: 9.0 cm, Durchmesser: 7.5 cm (Tasse)",,Badisches Landesmuseum,
/1236/item_KGQAK73N73Q5XEFFQDWU2YVJW5J3QZBT,https://d-nb.info/gnd/4410323-2; https://d-nb.info/gnd/4127928-1,"Höhe: 11.8 cm, Breite: 18.7 cm, Tiefe: 10.1 cm",,Badisches Landesmuseum,
/1236/item_KHHJOG6EXDDQVKERCEKFF6HJKJTCVN3N,http://data.europeana.eu/concept/1757; https://d-nb.info/gnd/4046851-3; glasiert (Material/Technik); gebrannt (Material/Technik); bemalt (Material/Technik); gegossen (Material/Technik),"Durchmesser: 8.5 cm (Rand, oben); Höhe: 4.9 cm (Tasse); Durchmesser: 4.0 cm (Standring)",,Badisches Landesmuseum,
/1236/item_KJCLTAIK2IBUTCVOETLFDHMGJ3VDXNTQ,gebrannt (Material/Technik); https://d-nb.info/gnd/4046851-3; glasiert (Material/Technik); geformt (Material/Technik); http://data.europeana.eu/concept/1757,"Durchmesser: 19.3 cm, Höhe: 1.9 cm",,Badisches Landesmuseum,
/1236/item_KMZ2M3PWWIJDDAI7MTAHTKZKJCMCQZY2,http://data.europeana.eu/concept/1771; http://data.europeana.eu/concept/1757; https://d-nb.info/gnd/4438236-4; https://d-nb.info/gnd/4046851-3; glasiert (Material/Technik); gebrannt (Material/Technik); bemalt (Material/Technik); gegossen (Material/Technik); https://d-nb.info/gnd/4157819-3,"Höhe: 6.4 cm, Durchmesser: 5.8 cm (Tasse); Höhe: 2.5 cm, Durchmesser: 11.8 cm (Untertasse)",,Badisches Landesmuseum,
/1236/item_KRHRO34BT6GEXSQA2YHY5JLXKRVC4CRA,http://data.europeana.eu/concept/1757; https://d-nb.info/gnd/4046851-3; glasiert (Material/Technik); gebrannt (Material/Technik); bemalt (Material/Technik); gegossen (Material/Technik),"Durchmesser: 3.7 cm (Standring); Höhe: 7.0 cm, Durchmesser: 6.8 cm (Gesamt)",,Badisches Landesmuseum,
/1236/item_KSHZHNNFS3IEACZNL36PLF7PKF6NIVI6,gebrannt (Material/Technik); https://d-nb.info/gnd/4046851-3; glasiert (Material/Technik); geformt (Material/Technik); http://data.europeana.eu/concept/1757,"Durchmesser: 20.8 cm, Höhe: 2.0 cm",,Badisches Landesmuseum,
/1236/item_KTRQYV3LL5IMUFD3DNCPRDXPSKYT7XGB,https://d-nb.info/gnd/4410323-2; https://d-nb.info/gnd/4127928-1,"Höhe: 14.5 cm, Breite: 18.0 cm, Tiefe: 10.0 cm",,Badisches Landesmuseum,
/1236/item_KV2I3SCNXVWKIME7NC236DKB4OILKPRH,https://d-nb.info/gnd/4410323-2; https://d-nb.info/gnd/4127928-1,"Höhe: 9.5 cm, Durchmesser: 9.0 cm",,Badisches Landesmuseum,
/1236/item_KZOSPWZDJ2DPD6NGSDYPLDM7YZR7ZKLI,http://data.europeana.eu/concept/1771; http://data.europeana.eu/concept/1757; https://d-nb.info/gnd/4438236-4; https://d-nb.info/gnd/4046851-3; glasiert (Material/Technik); gebrannt (Material/Technik); bemalt (Material/Technik); gegossen (Material/Technik); https://d-nb.info/gnd/4157819-3,"Höhe: 2.9 cm, Durchmesser: 13.0 cm (Untertasse); Höhe: 4.4 cm, Durchmesser: 7.6 cm (Koppchen)",,Badisches Landesmuseum,
/1236/item_L5QBLZU6HTJ5ZWWEMCJUI524QDPLVU44,gebrannt (Material/Technik); glasiert (Material/Technik); geformt (Material/Technik),"Höhe: 4.5 cm, Durchmesser: 8.0 cm; Höhe: 3.0 cm, Durchmesser: 8.5 cm (Deckel)",,Badisches Landesmuseum,
/1236/item_L62Z23GMHKZTTZAQC26QHTDX5V7LEUP4,gebrannt (Material/Technik); https://d-nb.info/gnd/4046851-3; glasiert (Material/Technik); geformt (Material/Technik); http://data.europeana.eu/concept/1757,"Höhe: 3.0 cm, Durchmesser: 6.0 cm (Deckel); Höhe: 7.0 cm (Gesamt); Durchmesser: 9.5 cm",,Badisches Landesmuseum,
/1236/item_L73GRH4FWWJUHQWOTPFPRCI6HME4EVKJ,bemalt (Material/Technik); https://d-nb.info/gnd/4046851-3; glasiert (Material/Technik); http://data.europeana.eu/concept/1757,"Höhe: 19.0 cm, Breite: 12.0 cm, Tiefe: 9.0 cm",,Badisches Landesmuseum,
/1236/item_L7QLG6CH6XTAV26PJ2RNIO5G6JY2RMSS,http://data.europeana.eu/concept/1757; https://d-nb.info/gnd/4046851-3; glasiert (Material/Technik); gebrannt (Material/Technik); bemalt (Material/Technik); gegossen (Material/Technik),"Höhe: 9.0 cm, Durchmesser: 18.5 cm",,Badisches Landesmuseum,
/1236/item_LDIY6ZVKDPEM5I2L5DMUT2KODWH3RZHV,gebrannt (Material/Technik); https://d-nb.info/gnd/4046851-3; gegossen (Material/Technik); glasiert (Material/Technik); http://data.europeana.eu/concept/1757,"Durchmesser: 13.0 cm, Länge: 19.5 cm; Höhe: 11.0 cm (Gesamt)",,Badisches Landesmuseum,
/1236/item_LE6FVADOOSNWGMZOGXN6JQRE63MCA42C,http://data.europeana.eu/concept/1757; https://d-nb.info/gnd/4046851-3; glasiert (Material/Technik); gebrannt (Material/Technik); bemalt (Material/Technik); gegossen (Material/Technik),"Höhe: 2.9 cm, Durchmesser: 13.8 cm (Gesamt); Durchmesser: 7.5 cm (Standring)",,Badisches Landesmuseum,
/1236/item_LLKD37DNFKHE5M4EZAGVQEPPGA46A74T,gebrannt (Material/Technik); https://d-nb.info/gnd/4046851-3; glasiert (Material/Technik); geformt (Material/Technik); http://data.europeana.eu/concept/1757,"Höhe: 2.0 cm, Durchmesser: 15.0 cm (Untertasse); Höhe: 5.0 cm, Durchmesser: 10.0 cm, Breite: 12.0 cm (Tasse)",,Badisches Landesmuseum,
/1236/item_LLXROC5TCR2Q3CVMK4YABH6YH2KAWW3F,gebrannt (Material/Technik); https://d-nb.info/gnd/4046851-3; gegossen (Material/Technik); glasiert (Material/Technik); http://data.europeana.eu/concept/1757,Durchmesser: 6.5 cm; Höhe: 3.0 cm (Deckel); Breite: 13.5 cm (Kanne); Höhe: 13.0 cm (Gesamt),,Badisches Landesmuseum,
/1236/item_LXGA2WSOCXNIIQTQPL6BWFPPMYK5UHUO,gebrannt (Material/Technik); gegossen (Material/Technik); glasiert (Material/Technik),"Höhe: 9.4 cm, Länge: 12.7 cm, Durchmesser: 10.0 cm",,Badisches Landesmuseum,
/1236/item_MD2KZHC7CSQTTTGZ5GWD4IX33BGYSSYV,http://data.europeana.eu/concept/1757; https://d-nb.info/gnd/4046851-3; glasiert (Material/Technik); gebrannt (Material/Technik); bemalt (Material/Technik); gegossen (Material/Technik),"Höhe: 4.0 cm, Breite: 13.2 cm, Länge: 17.7 cm",,Badisches Landesmuseum,
/1236/item_MIH3E6YMD6VDZZ2IZHZHA3A7AG56ZVP7,gebrannt (Material/Technik); https://d-nb.info/gnd/4046851-3; gegossen (Material/Technik); glasiert (Material/Technik); http://data.europeana.eu/concept/1757,"Höhe: 8.4 cm, Durchmesser: 8.4 cm, Länge: 10.7 cm",,Badisches Landesmuseum,
/1236/item_MWARZKB7D4KIXNJH7EVC72CQZMUJK7BQ,gebrannt (Material/Technik); https://d-nb.info/gnd/4046851-3; glasiert (Material/Technik); geformt (Material/Technik); http://data.europeana.eu/concept/1757,"Höhe: 2.0 cm, Durchmesser: 15.0 cm (Untertasse); Höhe: 4.9 cm, Durchmesser: 10.0 cm, Breite: 12.0 cm (Tasse)",,Badisches Landesmuseum,
/1236/item_MWUFCYS775G7PNUDLMVISZJQXCMZNQ6G,gebrannt (Material/Technik); https://d-nb.info/gnd/4046851-3; glasiert (Material/Technik); geformt (Material/Technik); http://data.europeana.eu/concept/1757,"Durchmesser: 23.5 cm, Höhe: 3.5 cm",,Badisches Landesmuseum,
/1236/item_NXGWZ2O7XJMYYSYTPOWXQ3XAPSVHAPFF,https://d-nb.info/gnd/4438236-4; https://d-nb.info/gnd/4146207-5; glasiert (Material/Technik); geformt (Material/Technik); gebrannt (Material/Technik); bemalt (Material/Technik),Höhe: 8.1 cm (Gesamt); Durchmesser: 7.5 cm (Standring); Durchmesser: 17.0 cm (Rand),,Badisches Landesmuseum,
/1236/item_OOX7PW2BDNTN7636XGRONQ2MXCV2QUPG,bemalt (Material/Technik); vergoldet (Material/Technik); https://d-nb.info/gnd/4046851-3; glasiert (Material/Technik); http://data.europeana.eu/concept/1757,,,Badisches Landesmuseum,
/1236/item_ORQTYFUBHFL5LTKXIQNJMRRIXAMYYWK4,gebrannt (Material/Technik); https://d-nb.info/gnd/4046851-3; glasiert (Material/Technik); geformt (Material/Technik); http://data.europeana.eu/concept/1757,"Höhe: 17.0 cm, Durchmesser: 22.0 cm, Breite: 27.0 cm; Höhe: 7.0 cm, Durchmesser: 23.2 cm (Deckel)",,Badisches Landesmuseum,
/1236/item_OZ3LTCDIPH6OKOJZASL4TLN35RKC6O3L,gebrannt (Material/Technik); https://d-nb.info/gnd/4046851-3; glasiert (Material/Technik); geformt (Material/Technik); http://data.europeana.eu/concept/1757,"Breite: 10.0 cm, Länge: 13.2 cm, Höhe: 7.0 cm (Deckel); Breite: 16.6 cm, Tiefe: 13.5 cm, Höhe: 8.0 cm",,Badisches Landesmuseum,
/1236/item_PHGB4L6J57K2CYAKM3G3KIHCIA3ATXYK,gegossen (Schalenguss) (Material/Technik); https://d-nb.info/gnd/4014002-7; gepresst (Material/Technik); https://d-nb.info/gnd/4001573-7; http://data.europeana.eu/concept/1768; http://data.europeana.eu/concept/1767,"Tiefe: 10.7 cm, Höhe: 8.0 cm, Breite: 12.2 cm (Gesamt); Höhe: 2.0 cm, Durchmesser: 7.2 cm (Deckel)",,Badisches Landesmuseum,
/1236/item_PLK7UPLF334YVZTZH4BDYNVED2W426AG,gebrannt (Material/Technik); https://d-nb.info/gnd/4046851-3; glasiert (Material/Technik); geformt (Material/Technik); http://data.europeana.eu/concept/1757,"Höhe: 1.8 cm, Durchmesser: 15.3 cm (Untertasse); Höhe: 5.1 cm, Breite: 13.7 cm, Durchmesser: 10.0 cm (Tasse)",,Badisches Landesmuseum,
/1236/item_PNAQIAGDDLPYDLIP44ON6D6B2WPYAYKS,https://d-nb.info/gnd/4410323-2; https://d-nb.info/gnd/4127928-1,"Höhe: 11.6 cm (Ohne Deckel); Breite: 7.9 cm, Tiefe: 4.9 cm, Höhe: 13.6 cm",,Badisches Landesmuseum,
/1236/item_PT3UJDWW4JVSSDPOH2CZ2UJIQ2BZIXPP,http://data.europeana.eu/concept/1771; http://data.europeana.eu/concept/1757; https://d-nb.info/gnd/4438236-4; https://d-nb.info/gnd/4046851-3; glasiert (Material/Technik); gebrannt (Material/Technik); bemalt (Material/Technik); gegossen (Material/Technik); https://d-nb.info/gnd/4157819-3,"Breite: 11.8 cm, Höhe: 10.2 cm (Gesamt); Höhe: 7.6 cm (Ohne Deckel); Durchmesser: 4.2 cm (Standring)",,Badisches Landesmuseum,
/1236/item_PWJREGUOAYDMQKYFHDTVHP4OATURZODF,http://data.europeana.eu/concept/1757; https://d-nb.info/gnd/4046851-3; glasiert (Material/Technik); gebrannt (Material/Technik); bemalt (Material/Technik); gegossen (Material/Technik),Durchmesser: 3.6 cm (Standring); Durchmesser: 7.0 cm (Lippenrand); Höhe: 7.0 cm (Tasse),,Badisches Landesmuseum,
/1236/item_PYX2R5GJFNDYAJ5RCZ47DYKWSPSPOUGB,http://data.europeana.eu/concept/1757; https://d-nb.info/gnd/4438236-4; https://d-nb.info/gnd/4046851-3; glasiert (Material/Technik); gebrannt (Material/Technik); bemalt (Material/Technik); gegossen (Material/Technik),Durchmesser: 8.4 cm (Lippenrand); Durchmesser: 4.0 cm (Standring); Höhe: 4.9 cm (Gesamt),,Badisches Landesmuseum,
/1236/item_Q37POQZTYWTOZWAE6EWHSSNGN3DFBDBD,http://data.europeana.eu/concept/1771; http://data.europeana.eu/concept/1757; https://d-nb.info/gnd/4046851-3; glasiert (Material/Technik); gebrannt (Material/Technik); bemalt (Material/Technik); gegossen (Material/Technik); https://d-nb.info/gnd/4157819-3,"Höhe: 4.6 cm, Durchmesser: 7.5 cm",,Badisches Landesmuseum,
/1236/item_QBAY5TS76IWY3TL2T456GBH3XXBRX6P3,gebrannt (Material/Technik); https://d-nb.info/gnd/4046851-3; glasiert (Material/Technik); geformt (Material/Technik); http://data.europeana.eu/concept/1757,"Durchmesser: 19.4 cm, Höhe: 2.2 cm",,Badisches Landesmuseum,
/1236/item_QCTGZ36MG62AVC6MOTXFBYGBJWNO7UWM,http://data.europeana.eu/concept/1757; https://d-nb.info/gnd/4046851-3; glasiert (Material/Technik); gebrannt (Material/Technik); bemalt (Material/Technik); gegossen (Material/Technik),"Höhe: 10.8 cm, Breite: 19.7 cm (Gesamt); Höhe: 2.0 cm, Durchmesser: 5.0 cm (Deckel); Durchmesser: 5.6 cm (Standring)",,Badisches Landesmuseum,
/1236/item_QH3YCPKVCWWKL367JIRGXY2TOVMG45II,http://data.europeana.eu/concept/1757; https://d-nb.info/gnd/4046851-3; glasiert (Material/Technik); gebrannt (Material/Technik); bemalt (Material/Technik); gegossen (Material/Technik),"Durchmesser: 7.5 cm (Standring); Höhe: 3.0 cm, Durchmesser: 14.0 cm (Gesamt)",,Badisches Landesmuseum,
/1236/item_QH6ZKWEBLX3MQKQGFUEKOAF5LGLDD266,http://data.europeana.eu/concept/1771; http://data.europeana.eu/concept/229; http://data.europeana.eu/concept/1757; https://d-nb.info/gnd/4152058-0; https://d-nb.info/gnd/4046851-3; glasiert (Material/Technik); gebrannt (Material/Technik); bemalt (Material/Technik); gegossen (Material/Technik); https://d-nb.info/gnd/4157819-3,"Durchmesser: 7.4 cm (Standring); Höhe: 2.9 cm, Durchmesser: 14.0 cm (Gesamt)",,Badisches Landesmuseum,
/1236/item_QWCGEOFIWSWIUC5O5K66M7GPPZPQ7SEI,http://data.europeana.eu/concept/1757; https://d-nb.info/gnd/4046851-3; glasiert (Material/Technik); gebrannt (Material/Technik); bemalt (Material/Technik); gegossen (Material/Technik),"Durchmesser: 7.5 cm (Standring); Höhe: 3.0 cm, Durchmesser: 14.0 cm (Untertasse)",,Badisches Landesmuseum,
/1236/item_R74FNAWJXZABOO7PSZ4ZE34ULY3OGNLP,https://d-nb.info/gnd/4410323-2; https://d-nb.info/gnd/4127928-1,"Höhe: 18.0 cm, Durchmesser: 11.2 cm (Gesamt); Durchmesser: 7.5 cm (Standring); Durchmesser: 7.4 cm (Hals)",,Badisches Landesmuseum,
/1236/item_RBLSOFTDFLZ7RJBBZ4AW5JNO2KJHEWYX,gebrannt (Material/Technik); https://d-nb.info/gnd/4030270-2; geformt (Material/Technik); http://data.europeana.eu/concept/31,"Durchmesser: 12.0 cm (Bauch); Höhe: 9.0 cm, Länge: 20.5 cm",,Badisches Landesmuseum,
/1236/item_REF6Z6VY6ZNRDROX2OUIGHGX3S6L7524,gebrannt (Material/Technik); https://d-nb.info/gnd/4046851-3; glasiert (Material/Technik); geformt (Material/Technik); http://data.europeana.eu/concept/1757,"Durchmesser: 20.7 cm, Höhe: 3.1 cm",,Badisches Landesmuseum,
/1236/item_RMODH4XFTNCRFDSTJFMAAM3S5IBWP3ZS,http://data.europeana.eu/concept/1771; http://data.europeana.eu/concept/1757; https://d-nb.info/gnd/4438236-4; https://d-nb.info/gnd/4046851-3; glasiert (Material/Technik); bemalt (Material/Technik); gebrannt (Material/Technik); gegossen (Material/Technik); https://d-nb.info/gnd/4157819-3,"Breite: 8.5 cm, Länge: 11.1 cm (Zuckerdose); Höhe: 4.1 cm (Ohne Deckel); Höhe: 8.3 cm (Gesamt)",,Badisches Landesmuseum,
/1236/item_ROXQXFJYLVROELILGFWBXQPE3GHYTY2Y,gebrannt (Material/Technik); https://d-nb.info/gnd/4046851-3; glasiert (Material/Technik); geformt (Material/Technik); http://data.europeana.eu/concept/1757,"Höhe: 6.4 cm, Breite: 9.6 cm, Durchmesser: 7.6 cm (Tasse); Höhe: 1.8 cm, Durchmesser: 13.6 cm (Untertasse)",,Badisches Landesmuseum,
/1236/item_STAHI57SXLQSLR6GQBXCDYNLJEL6UXGK,gebrannt (Material/Technik); https://d-nb.info/gnd/4046851-3; gegossen (Material/Technik); glasiert (Material/Technik); http://data.europeana.eu/concept/1757,"Höhe: 16.6 cm, Durchmesser: 10.5 cm, Länge: 16.7 cm",,Badisches Landesmuseum,
/1236/item_T56APCUFHNCJ2V7GB6XNZYSKAH46T6NU,https://d-nb.info/gnd/4410323-2; https://d-nb.info/gnd/4127928-1,"Höhe: 2.8 cm, Durchmesser: 12.9 cm (Untertasse); Höhe: 4.6 cm, Durchmesser: 7.5 cm (Tasse)",,Badisches Landesmuseum,
/1236/item_T6QGI3LWSZ4KJTCXQA7B42PJHCJQ3SZW,https://d-nb.info/gnd/4410323-2; https://d-nb.info/gnd/4127928-1,"Breite: 15.3 cm, Tiefe: 8.5 cm; Höhe: 9.7 cm, Durchmesser: 9.2 cm (Gesamt)",,Badisches Landesmuseum,
/1236/item_TPXQ5Q4YXS7TVSEKFVXCKDM36KAIM25T,gebrannt (Material/Technik); https://d-nb.info/gnd/4046851-3; gegossen (Material/Technik); glasiert (Material/Technik); http://data.europeana.eu/concept/1757,"Höhe: 16.6 cm, Durchmesser: 10.5 cm, Länge: 16.7 cm",,Badisches Landesmuseum,
/1236/item_TRKVXC7BO3FG54U42BMROITN5UBORNAS,gebrannt (Material/Technik); https://d-nb.info/gnd/4046851-3; gegossen (Material/Technik); glasiert (Material/Technik); http://data.europeana.eu/concept/1757,"Höhe: 8.0 cm, Durchmesser: 10.3 cm, Länge: 12.5 cm",,Badisches Landesmuseum,
/1236/item_TVGJ636KRGAG5MKKKTJ5KQJ3FRH3STLF,gebrannt (Material/Technik); https://d-nb.info/gnd/4046851-3; gegossen (Material/Technik); glasiert (Material/Technik); http://data.europeana.eu/concept/1757,"Länge: 21.0 cm, Höhe: 9.5 cm, Breite: 13.5 cm",,Badisches Landesmuseum,
/1236/item_TZATNTNSQM4TKYMIYCGN35YC4IMNRHIN,gebrannt (Material/Technik); https://d-nb.info/gnd/4046851-3; gegossen (Material/Technik); glasiert (Material/Technik); http://data.europeana.eu/concept/1757,"Höhe: 3.5 cm, Durchmesser: 5.6 cm (Deckel); Länge: 13.5 cm, Durchmesser: 11.5 cm; Höhe: 16.0 cm (Gesamt)",,Badisches Landesmuseum,
/1236/item_UMK4ZRVFQKV3MTSOUNPMZJWNYSQR72I5,gebrannt (Material/Technik); https://d-nb.info/gnd/4046851-3; gegossen (Material/Technik); glasiert (Material/Technik); http://data.europeana.eu/concept/1757,"Höhe: 12.0 cm (Gesamt); Breite: 23.3 cm, Durchmesser: 20.5 cm",,Badisches Landesmuseum,
/1236/item_URXYHAOUBZZGUFGYIL2ZR2JKQU7FXFXH,http://data.europeana.eu/concept/1771; http://data.europeana.eu/concept/1766; https://d-nb.info/gnd/4038860-8; https://d-nb.info/gnd/4127928-1; glasiert (Material/Technik); gebrannt (Material/Technik); gegossen (Material/Technik); https://d-nb.info/gnd/4157819-3,"Höhe: 19.5 cm, Durchmesser: 14.0 cm",,Badisches Landesmuseum,
/1236/item_VBOYZVJ2ZBVIL4AX6RYN5AKU2SJXN7VB,http://data.europeana.eu/concept/1771; http://data.europeana.eu/concept/1757; https://d-nb.info/gnd/4438236-4; https://d-nb.info/gnd/4046851-3; glasiert (Material/Technik); geformt (Material/Technik); gebrannt (Material/Technik); bemalt (Material/Technik); gegossen (Material/Technik); https://d-nb.info/gnd/4157819-3,"Höhe: 5.0 cm, Durchmesser: 6.7 cm (Deckel); Höhe: 20.0 cm, Durchmesser: 16.0 cm (Gefäß); Durchmesser: 7.6 cm (Fuß)",,Badisches Landesmuseum,
/1236/item_VG42MTAOJYBDIQMKZPHTN322AO6YYCJS,http://data.europeana.eu/concept/1757; https://d-nb.info/gnd/4046851-3; glasiert (Material/Technik); gebrannt (Material/Technik); bemalt (Material/Technik); gegossen (Material/Technik),"Durchmesser: 3.6 cm (Standring); Höhe: 7.0 cm, Durchmesser: 6.8 cm (Gesamt)",,Badisches Landesmuseum,
/1236/item_VLLPQNCRTYO3M6UGDF6XS43PFN2YOX2A,gebrannt (Material/Technik); https://d-nb.info/gnd/4046851-3; glasiert (Material/Technik); geformt (Material/Technik); http://data.europeana.eu/concept/1757,Höhe: 7.5 cm (Gesamt); Durchmesser: 10.3 cm,,Badisches Landesmuseum,
/1236/item_VP6HVLUYPEPLKSVVI7VU2R3SSHWUWVK7,http://data.europeana.eu/concept/1771; http://data.europeana.eu/concept/1757; https://d-nb.info/gnd/4438236-4; https://d-nb.info/gnd/4046851-3; glasiert (Material/Technik); gebrannt (Material/Technik); bemalt (Material/Technik); gegossen (Material/Technik); https://d-nb.info/gnd/4157819-3,"Höhe: 4.6 cm, Durchmesser: 7.4 cm",,Badisches Landesmuseum,
/1236/item_WLWOACKWOFL2IB4B22QQBHKMWPU4OWU6,gebrannt (Material/Technik); https://d-nb.info/gnd/4046851-3; glasiert (Material/Technik); geformt (Material/Technik); http://data.europeana.eu/concept/1757,"Höhe: 4.0 cm, Durchmesser: 11.5 cm (Deckel); Höhe: 9.0 cm, Durchmesser: 10.0 cm",,Badisches Landesmuseum,
